 ,Area,Mean,Min,Max,X,Y
1,0,170,170,170,1254.000,654.000
2,0,123,123,123,2060.500,470.500
3,0,202,202,202,1502.500,1109.500
4,0,139,139,139,2120.500,1058.500
5,0,170,170,170,2051.500,1181.500
6,0,155,155,155,1994.500,1589.500
7,0,145,145,145,2018.500,1742.500
8,0,127,127,127,1970.500,1823.500
9,0,109,109,109,1193.500,1487.500
10,0,186,186,186,1985.500,1139.500
11,0,147,147,147,2105.500,1409.500
12,0,212,212,212,1910.500,1601.500
13,0,222,222,222,2078.500,1391.500
14,0,216,216,216,1745.500,1373.500
