 ,Area,Mean,Min,Max,X,Y
1,0,201,201,201,1756.000,1127.000
2,0,157,157,157,2703.115,1036.849
3,0,186,186,186,2012.753,1694.681
4,0,137,137,137,2732.030,1683.837
5,0,170,170,170,2663.355,1752.512
6,0,137,137,137,2652.512,2233.235
7,0,137,137,137,2685.042,2442.874
8,0,134,134,134,2652.512,2489.861
9,0,96,96,96,1705.524,2153.717
10,0,218,218,218,2554.922,1687.452
11,0,163,163,163,2710.343,2052.512
12,0,192,192,192,2540.464,2301.910
13,0,240,240,240,2656.126,1983.837
14,0,218,218,218,2352.512,1994.681
