 ,Area,Mean,Min,Max,X,Y
1,0,144,144,144,1357.000,967.000
2,0,122,122,122,2022.500,814.500
3,0,159,159,159,1622.500,1354.500
4,0,125,125,125,2140.500,1300.500
5,0,148,148,148,2098.500,1346.500
6,0,124,124,124,2036.500,1781.500
7,0,123,123,123,2028.500,1885.500
8,0,173,173,173,1998.500,1949.500
9,0,19,19,19,1378.500,1673.500
10,0,186,186,186,2024.500,1313.500
11,0,202,202,202,2168.500,1577.500
12,0,197,197,197,1962.500,1767.500
13,0,213,213,213,2120.500,1583.500
14,0,157,157,157,1818.500,1535.500
