 	Area	Mean	Min	Max	X	Y
1	0	172	172	172	1251.000	723.000
2	0	127	127	127	1946.500	626.500
3	0	183	183	183	1415.500	1181.500
4	0	137	137	137	1958.500	1193.500
5	0	158	158	158	1916.500	1253.500
6	0	130	130	130	1802.500	1709.500
7	0	103	103	103	1799.500	1856.500
8	0	102	102	102	1775.500	1886.500
9	0	92	92	92	1151.500	1454.500
10	0	183	183	183	1880.500	1262.500
11	0	183	183	183	1919.500	1526.500
12	0	170	170	170	1739.500	1715.500
13	0	204	204	204	1886.500	1478.500
14	0	180	180	180	1580.500	1394.500
