 	Area	Mean	Min	Max	X	Y
1	0	167	167	167	1836.000	1184.000
2	0	128	128	128	2727.500	1039.500
3	0	167	167	167	2031.500	1723.500
4	0	110	110	110	2815.500	1731.500
5	0	132	132	132	2707.500	1847.500
6	0	110	110	110	2563.500	2347.500
7	0	122	122	122	2587.500	2523.500
8	0	149	149	149	2559.500	2583.500
9	0	70	70	70	1715.500	2147.500
10	0	169	169	169	2639.500	1839.500
11	0	204	204	204	2719.500	2119.500
12	0	187	187	187	2491.500	2311.500
13	0	188	188	188	2675.500	2103.500
14	0	201	201	201	2303.500	2043.500
