 ,Area,Mean,Min,Max,X,Y
1,0,156,156,156,1735.000,1264.000
2,0,204,204,204,2534.242,1093.291
3,0,190,190,190,2020.636,1773.344
4,0,117,117,117,2662.644,1782.855
5,0,130,130,130,2600.821,1839.923
6,0,123,123,123,2519.976,2286.950
7,0,122,122,122,2515.220,2415.352
8,0,107,107,107,2467.664,2481.931
9,0,105,105,105,1682.987,2125.260
10,0,187,187,187,2481.931,1768.589
11,0,127,127,127,2662.644,2101.481
12,0,168,168,168,2415.352,2315.484
13,0,221,221,221,2572.287,2053.925
14,0,203,203,203,2263.172,2025.392
