 ,Area,Mean,Min,Max,X,Y
1,0,208,208,208,1720.000,1142.000
2,0,178,178,178,2609.139,997.090
3,0,187,187,187,2005.524,1629.620
4,0,137,137,137,2648.897,1672.994
5,0,156,156,156,2598.833,1705.500
6,0,139,139,139,2595.500,2175.500
7,0,146,146,146,2599.500,2339.500
8,0,135,135,135,2567.500,2399.500
9,0,64,64,64,1727.500,2027.500
10,0,207,207,207,2511.500,1663.500
11,0,114,114,114,2679.500,1987.500
12,0,195,195,195,2487.500,2223.500
13,0,240,240,240,2639.500,1919.500
14,0,162,162,162,2311.500,1915.500
