 ,Area,Mean,Min,Max,X,Y
1,0,160,160,160,1268.000,668.000
2,0,171,171,171,1967.500,575.500
3,0,195,195,195,1411.500,1099.500
4,0,158,158,158,1971.500,1099.500
5,0,186,186,186,1931.500,1183.500
6,0,160,160,160,1875.500,1579.500
7,0,115,115,115,1859.500,1747.500
8,0,100,100,100,1803.500,1783.500
9,0,118,118,118,1151.500,1419.500
10,0,194,194,194,1863.500,1131.500
11,0,166,166,166,1983.500,1407.500
12,0,186,186,186,1807.500,1595.500
13,0,213,213,213,1955.500,1375.500
14,0,219,219,219,1627.500,1339.500
