 ,Area,Mean,Min,Max,X,Y
1,0,171,171,171,1792.000,1131.000
2,0,197,197,197,2643.622,903.067
3,0,219,219,219,2077.703,1649.698
4,0,120,120,120,2786.290,1535.563
5,0,173,173,173,2719.711,1649.698
6,0,125,125,125,2653.133,2182.327
7,0,154,154,154,2695.933,2324.995
8,0,134,134,134,2676.911,2420.108
9,0,105,105,105,1749.566,2149.038
10,0,203,203,203,2624.599,1597.386
11,0,75,75,75,2786.290,1958.813
12,0,187,187,187,2562.776,2182.327
13,0,245,245,245,2705.445,1925.524
14,0,254,254,254,2420.108,1916.013
