 ,Area,Mean,Min,Max,X,Y
1,0,184,184,184,1033.500,772.500
2,0,186,186,186,1715.500,536.500
3,0,190,190,190,1297.500,1218.500
4,0,133,133,133,1857.500,1184.500
5,0,172,172,172,1805.500,1252.500
6,0,182,182,182,1819.500,1654.500
7,0,167,167,167,1861.500,1814.500
8,0,175,175,175,1799.500,1882.500
9,0,100,100,100,1065.500,1642.500
10,0,211,211,211,1679.833,1228.500
11,0,248,248,248,1874.500,1463.167
12,0,206,206,206,1750.500,1691.167
13,0,222,222,222,1846.500,1463.167
14,0,208,208,208,1579.833,1472.500
