 ,Area,Mean,Min,Max,X,Y
1,0,188,188,188,959.500,634.500
2,0,176,176,176,1733.500,515.500
3,0,187,187,187,1216.500,1074.833
4,0,171,171,171,1728.500,1172.500
5,0,172,172,172,1698.500,1240.500
6,0,184,184,184,1745.500,1606.500
7,0,177,177,177,1812.500,1797.500
8,0,199,199,199,1741.500,1898.500
9,0,119,119,119,1001.500,1655.500
10,0,217,217,217,1624.500,1196.500
11,0,229,229,229,1717.500,1462.500
12,0,198,198,198,1676.500,1698.500
13,0,238,238,238,1748.500,1420.500
14,0,204,204,204,1475.167,1402.833
