 ,Area,Mean,Min,Max,X,Y
1,0,229,229,229,930.000,723.000
2,0,184,184,184,1697.500,617.500
3,0,229,229,229,1136.500,1154.500
4,0,179,179,179,1730.500,1130.500
5,0,202,202,202,1688.500,1190.500
6,0,210,210,210,1655.500,1550.500
7,0,165,165,165,1694.500,1697.500
8,0,192,192,192,1664.500,1742.500
9,0,167,167,167,848.500,1496.500
10,0,211,211,211,1646.500,1154.500
11,0,166,166,166,1736.500,1427.500
12,0,235,235,235,1550.500,1631.500
13,0,239,239,239,1703.500,1391.500
14,0,224,224,224,1445.500,1388.500
