 ,Area,Mean,Min,Max,X,Y
1,0,175,175,175,1100.500,925.500
2,0,150,150,150,1846.833,732.833
3,0,183,183,183,1341.500,1296.833
4,0,130,130,130,1918.833,1246.167
5,0,150,150,150,1838.833,1298.167
6,0,136,136,136,1739.500,1712.500
7,0,104,104,104,1764.167,1810.833
8,0,103,103,103,1702.833,1881.500
9,0,163,163,163,1134.833,1656.167
10,0,174,174,174,1774.833,1300.167
11,0,154,154,154,1857.500,1560.167
12,0,156,156,156,1672.167,1723.500
13,0,185,185,185,1814.833,1502.833
14,0,180,180,180,1553.500,1499.500
