 ,Area,Mean,Min,Max,X,Y
1,0,170,170,170,1486.000,951.000
2,0,145,145,145,2212.286,810.292
3,0,182,182,182,1702.726,1398.679
4,0,135,135,135,2313.635,1387.418
5,0,121,121,121,2246.069,1460.614
6,0,114,114,114,2220.732,1815.336
7,0,161,161,161,2246.069,1989.881
8,0,113,113,113,2206.655,2040.556
9,0,90,90,90,1376.157,1753.400
10,0,182,182,182,2136.274,1404.309
11,0,105,105,105,2282.667,1691.465
12,0,200,200,200,2133.459,1874.456
13,0,224,224,224,2246.069,1649.236
14,0,229,229,229,1972.990,1635.160
