 ,Area,Mean,Min,Max,X,Y
1,0,163,163,163,997.000,1670.000
2,0,162,162,162,1701.500,1495.500
3,0,180,180,180,1245.500,2093.500
4,0,176,176,176,1782.500,2057.500
5,0,189,189,189,1752.500,2091.500
6,0,187,187,187,1677.500,2454.500
7,0,197,197,197,1707.500,2541.500
8,0,216,216,216,1671.500,2607.500
9,0,78,78,78,1011.500,2418.500
10,0,201,201,201,1656.500,2028.500
11,0,211,211,211,1818.500,2295.500
12,0,191,191,191,1593.500,2502.500
13,0,219,219,219,1713.500,2232.500
14,0,178,178,178,1449.500,2256.500
