 	Area	Mean	Min	Max	X	Y
1	0	141	141	141	1182.000	765.000
2	0	173	173	173	1952.500	539.500
3	0	170	170	170	1445.500	1145.500
4	0	127	127	127	2060.500	1088.500
5	0	164	164	164	2006.500	1136.500
6	0	170	170	170	1955.500	1520.500
7	0	118	118	118	1973.500	1700.500
8	0	104	104	104	1943.500	1751.500
9	0	85	85	85	1226.500	1430.500
10	0	179	179	179	1943.500	1109.500
11	0	116	116	116	2066.500	1400.500
12	0	194	194	194	1862.500	1568.500
13	0	203	203	203	2018.500	1361.500
14	0	184	184	184	1700.500	1337.500
