 	Area	Mean	Min	Max	X	Y
1	0	181	181	181	1251.000	720.000
2	0	122	122	122	2072.500	692.500
3	0	196	196	196	1418.500	1208.500
4	0	173	173	173	2039.500	1265.500
5	0	184	184	184	1991.500	1334.500
6	0	152	152	152	1910.500	1748.500
7	0	142	142	142	1934.500	1889.500
8	0	159	159	159	1907.500	1940.500
9	0	110	110	110	1133.500	1538.500
10	0	202	202	202	1904.500	1322.500
11	0	178	178	178	2036.500	1580.500
12	0	199	199	199	1823.500	1745.500
13	0	225	225	225	1982.500	1538.500
14	0	214	214	214	1649.500	1490.500
