 	Area	Mean	Min	Max	X	Y
1	0	132	132	132	1374.000	1023.000
2	0	120	120	120	2108.500	893.500
3	0	188	188	188	1667.500	1502.500
4	0	161	161	161	2243.500	1424.500
5	0	209	209	209	2162.500	1478.500
6	0	168	168	168	2120.500	1976.500
7	0	152	152	152	2141.500	2093.500
8	0	173	173	173	2135.500	2165.500
9	0	66	66	66	1325.500	1883.500
10	0	214	214	214	2162.500	1517.500
11	0	214	214	214	2243.500	1766.500
12	0	217	217	217	2069.500	1943.500
13	0	255	255	255	2192.500	1730.500
14	0	229	229	229	1907.500	1730.500
