 	Area	Mean	Min	Max	X	Y
1	0	179	179	179	1362.000	900.000
2	0	153	153	153	2047.500	818.500
3	0	124	124	124	1579.500	1306.500
4	0	94	94	94	2091.500	1278.500
5	0	111	111	111	2060.833	1320.833
6	0	131	131	131	2056.833	1732.167
7	0	149	149	149	2066.500	1814.500
8	0	148	148	148	2000.500	1883.500
9	0	113	113	113	1346.500	1610.500
10	0	185	185	185	1929.500	1250.500
11	0	188	188	188	2069.500	1470.500
12	0	228	228	228	1988.167	1754.500
13	0	210	210	210	2070.833	1523.833
14	0	200	200	200	1757.500	1497.167
