 ,Area,Mean,Min,Max,X,Y
1,0,159,159,159,922.000,652.000
2,0,97,97,97,1602.768,460.570
3,0,165,165,165,1157.416,1039.528
4,0,117,117,117,1783.528,966.176
5,0,158,158,158,1697.077,1044.768
6,0,170,170,170,1689.218,1366.993
7,0,125,125,125,1697.077,1594.908
8,0,104,104,104,1657.782,1626.345
9,0,65,65,65,950.458,1390.570
10,0,196,196,196,1584.430,1018.570
11,0,134,134,134,1770.430,1264.824
12,0,196,196,196,1597.528,1463.923
13,0,208,208,208,1683.979,1207.190
14,0,166,166,166,1414.148,1230.768
15,0,165,165,165,1353.000,771.000
16,0,35,35,35,2062.546,649.655
17,0,161,161,161,1586.892,1139.382
18,0,76,76,76,2118.837,1128.124
19,0,83,83,83,2087.877,1181.600
20,0,74,74,74,2037.215,1485.569
21,0,50,50,50,2023.143,1662.884
22,0,45,45,45,1997.812,1679.771
23,0,41,41,41,1353.286,1403.948
24,0,157,157,157,2009.070,1130.939
25,0,65,65,65,2138.538,1387.060
26,0,159,159,159,1955.594,1536.230
27,0,190,190,190,2068.175,1322.326
28,0,160,160,160,1817.682,1319.512
29,0,165,165,165,1353.000,771.000
30,0,35,35,35,2062.546,649.655
31,0,161,161,161,1586.892,1139.382
32,0,76,76,76,2118.837,1128.124
33,0,83,83,83,2087.877,1181.600
34,0,74,74,74,2037.215,1485.569
35,0,50,50,50,2023.143,1662.884
36,0,45,45,45,1997.812,1679.771
37,0,41,41,41,1353.286,1403.948
38,0,157,157,157,2009.070,1130.939
39,0,65,65,65,2138.538,1387.060
40,0,159,159,159,1955.594,1536.230
41,0,190,190,190,2068.175,1322.326
42,0,160,160,160,1817.682,1319.512
