 ,Area,Mean,Min,Max,X,Y
1,0,188,188,188,1749.000,1160.000
2,0,106,106,106,2641.669,1044.078
3,0,198,198,198,2012.753,1738.054
4,0,126,126,126,2757.331,1662.151
5,0,159,159,159,2688.657,1727.211
6,0,103,103,103,2634.440,2182.633
7,0,106,106,106,2634.440,2366.970
8,0,94,94,94,2565.765,2439.259
9,0,106,106,106,1730.825,2106.729
10,0,195,195,195,2536.849,1683.837
11,0,119,119,119,2800.705,2034.440
12,0,169,169,169,2482.633,2272.994
13,0,225,225,225,2695.885,1965.765
14,0,219,219,219,2345.283,1954.922
