 ,Area,Mean,Min,Max,X,Y
1,0,163,163,163,1252.000,700.000
2,0,93,93,93,2063.500,599.500
3,0,202,202,202,1523.500,1159.500
4,0,100,100,100,2123.500,1175.500
5,0,161,161,161,2059.500,1231.500
6,0,130,130,130,2035.500,1611.500
7,0,120,120,120,2067.500,1731.500
8,0,104,104,104,1999.500,1815.500
9,0,117,117,117,1183.500,1499.500
10,0,179,179,179,1983.500,1167.500
11,0,120,120,120,2103.500,1447.500
12,0,202,202,202,1943.500,1627.500
13,0,214,214,214,2055.500,1387.500
14,0,202,202,202,1727.500,1403.500
