 ,Area,Mean,Min,Max,X,Y
1,0,161,161,161,1423.000,963.000
2,0,139,139,139,2086.295,822.357
3,0,183,183,183,1685.986,1330.156
4,0,135,135,135,2171.546,1278.264
5,0,151,151,151,2145.600,1326.450
6,0,156,156,156,2093.708,1741.585
7,0,109,109,109,2101.122,1823.129
8,0,128,128,128,2071.469,1867.608
9,0,70,70,70,1471.006,1652.627
10,0,165,165,165,2056.643,1285.678
11,0,179,179,179,2227.145,1552.550
12,0,184,184,184,2001.044,1760.118
13,0,192,192,192,2156.720,1526.604
14,0,169,169,169,1871.315,1519.191
