 ,Area,Mean,Min,Max,X,Y
1,0,209,209,209,1423.500,1219.500
2,0,219,219,219,2290.500,1000.500
3,0,222,222,222,1762.500,1708.500
4,0,113,113,113,2410.500,1663.500
5,0,176,176,176,2347.500,1723.500
6,0,134,134,134,2278.500,2221.500
7,0,130,130,130,2299.500,2410.500
8,0,72,72,72,2266.500,2464.500
9,0,124,124,124,1582.500,2119.500
10,0,210,210,210,2275.500,1687.500
11,0,192,192,192,2419.500,2005.500
12,0,179,179,179,2233.500,2215.500
13,0,236,236,236,2368.500,1978.500
14,0,214,214,214,2038.500,1936.500
