 ,Area,Mean,Min,Max,X,Y
1,0,142,142,142,1444.000,916.000
2,0,139,139,139,2223.500,803.500
3,0,231,231,231,1723.500,1383.500
4,0,147,147,147,2299.500,1367.500
5,0,146,146,146,2255.500,1407.500
6,0,131,131,131,2231.500,1815.500
7,0,131,131,131,2247.500,1963.500
8,0,144,144,144,2219.500,2035.500
9,0,98,98,98,1427.500,1791.500
10,0,188,188,188,2197.500,1405.500
11,0,182,182,182,2309.500,1653.500
12,0,176,176,176,2137.500,1869.500
13,0,222,222,222,2281.500,1609.500
14,0,224,224,224,1945.500,1623.500
