 ,Area,Mean,Min,Max,X,Y
1,0,180,180,180,1170.000,660.000
2,0,111,111,111,2048.500,521.500
3,0,180,180,180,1475.500,1199.500
4,0,158,158,158,2042.500,1148.500
5,0,153,153,153,2078.500,1244.500
6,0,134,134,134,2000.500,1688.500
7,0,135,135,135,2030.500,1874.500
8,0,140,140,140,1979.500,1916.500
9,0,140,140,140,1145.500,1538.500
10,0,175,175,175,2057.500,1241.500
11,0,145,145,145,2105.500,1520.500
12,0,203,203,203,1877.500,1697.500
13,0,226,226,226,2069.500,1448.500
14,0,222,222,222,1700.500,1472.500
