 ,Area,Mean,Min,Max,X,Y
1,0,183,183,183,1232.000,612.000
2,0,110,110,110,2031.500,459.500
3,0,206,206,206,1471.500,1083.500
4,0,146,146,146,2147.500,1039.500
5,0,145,145,145,2067.500,1143.500
6,0,151,151,151,2007.500,1603.500
7,0,149,149,149,2019.500,1759.500
8,0,134,134,134,1947.500,1831.500
9,0,151,151,151,1143.500,1443.500
10,0,197,197,197,2003.500,1143.500
11,0,72,72,72,2147.500,1411.500
12,0,220,220,220,1939.500,1571.500
13,0,226,226,226,2103.500,1363.500
14,0,211,211,211,1727.500,1347.500
