 	Area	Mean	Min	Max	X	Y
1	0	169	169	169	1221.000	765.000
2	0	142	142	142	1949.500	590.500
3	0	197	197	197	1460.500	1130.500
4	0	142	142	142	2048.500	1136.500
5	0	167	167	167	2030.500	1187.500
6	0	164	164	164	1979.500	1523.500
7	0	175	175	175	2036.500	1664.500
8	0	157	157	157	2015.500	1727.500
9	0	106	106	106	1169.500	1574.500
10	0	201	201	201	1946.500	1172.500
11	0	221	221	221	2036.500	1406.500
12	0	217	217	217	1880.500	1574.500
13	0	220	220	220	1982.500	1364.500
14	0	208	208	208	1733.500	1367.500
