 ,Area,Mean,Min,Max,X,Y
1,0,187,187,187,1256.000,628.000
2,0,124,124,124,2051.500,511.500
3,0,213,213,213,1523.500,1107.500
4,0,114,114,114,2143.500,1119.500
5,0,171,171,171,2031.500,1227.500
6,0,147,147,147,1947.500,1591.500
7,0,113,113,113,1951.500,1763.500
8,0,88,88,88,1887.500,1835.500
9,0,142,142,142,1139.500,1443.500
10,0,197,197,197,1967.500,1171.500
11,0,142,142,142,2063.500,1443.500
12,0,182,182,182,1859.500,1631.500
13,0,220,220,220,2015.500,1383.500
14,0,187,187,187,1695.500,1375.500
