 	Area	Mean	Min	Max	X	Y
1	0	194	194	194	1820.000	1240.000
2	0	126	126	126	2743.500	1055.500
3	0	216	216	216	2095.500	1799.500
4	0	121	121	121	2879.500	1811.500
5	0	157	157	157	2763.500	1875.500
6	0	159	159	159	2687.500	2331.500
7	0	124	124	124	2747.500	2563.500
8	0	137	137	137	2711.500	2639.500
9	0	137	137	137	1735.500	2231.500
10	0	218	218	218	2647.500	1875.500
11	0	228	228	228	2787.500	2143.500
12	0	230	230	230	2599.500	2363.500
13	0	255	255	255	2739.500	2107.500
14	0	223	223	223	2419.500	2071.500
