 ,Area,Mean,Min,Max,X,Y
1,0,164,164,164,1208.000,720.000
2,0,152,152,152,2023.500,511.500
3,0,190,190,190,1515.500,1167.500
4,0,158,158,158,2187.500,1131.500
5,0,199,199,199,2111.500,1215.500
6,0,200,200,200,2067.500,1563.500
7,0,190,190,190,2119.500,1747.500
8,0,156,156,156,2007.500,1831.500
9,0,91,91,91,1283.500,1551.500
10,0,219,219,219,2007.500,1159.500
11,0,167,167,167,2147.500,1419.500
12,0,216,216,216,1947.500,1623.500
13,0,193,193,193,2107.500,1391.500
14,0,219,219,219,1787.500,1399.500
