 	Area	Mean	Min	Max	X	Y
1	0	194	194	194	1344.000	591.000
2	0	141	141	141	2021.500	371.500
3	0	174	174	174	1580.500	1013.500
4	0	167	167	167	2153.500	944.500
5	0	194	194	194	2126.500	1055.500
6	0	183	183	183	2072.500	1406.500
7	0	176	176	176	2156.500	1571.500
8	0	180	180	180	2138.500	1628.500
9	0	168	168	168	1223.500	1379.500
10	0	209	209	209	2051.500	1043.500
11	0	187	187	187	2153.500	1283.500
12	0	209	209	209	2018.500	1409.500
13	0	225	225	225	2072.500	1196.500
14	0	191	191	191	1808.500	1268.500
