 	Area	Mean	Min	Max	X	Y
1	0	143	143	143	1146.000	675.000
2	0	146	146	146	1871.500	578.500
3	0	144	144	144	1343.500	1091.500
4	0	116	116	116	1946.500	1154.500
5	0	141	141	141	1889.500	1184.500
6	0	155	155	155	1808.500	1475.500
7	0	117	117	117	1817.500	1595.500
8	0	80	80	80	1790.500	1667.500
9	0	107	107	107	1082.500	1394.500
10	0	182	182	182	1796.500	1139.500
11	0	121	121	121	1949.500	1373.500
12	0	162	162	162	1736.500	1514.500
13	0	221	221	221	1865.500	1310.500
14	0	167	167	167	1517.500	1280.500
