 	Area	Mean	Min	Max	X	Y
1	0	133	133	133	680.000	952.000
2	0	106	106	106	1537.500	885.500
3	0	160	160	160	864.500	1502.500
4	0	101	101	101	1581.500	1526.500
5	0	113	113	113	1477.500	1554.500
6	0	126	126	126	1491.500	2026.500
7	0	104	104	104	1499.500	2280.500
8	0	109	109	109	1361.500	2386.500
9	0	112	112	112	561.500	1967.500
10	0	160	160	160	1407.500	1565.500
11	0	139	139	139	1545.500	1829.500
12	0	147	147	147	1435.500	2119.500
13	0	182	182	182	1517.500	1817.500
14	0	192	192	192	1235.500	1795.500
