 ,Area,Mean,Min,Max,X,Y
1,0,159,159,159,1083.000,811.000
2,0,178,178,178,1756.500,706.500
3,0,208,208,208,1276.500,1218.500
4,0,155,155,155,1824.500,1174.500
5,0,153,153,153,1820.500,1220.500
6,0,161,161,161,1744.500,1649.500
7,0,185,185,185,1778.500,1788.500
8,0,174,174,174,1762.500,1822.500
9,0,111,111,111,1079.500,1523.500
10,0,195,195,195,1763.500,1244.500
11,0,118,118,118,1916.500,1457.500
12,0,213,213,213,1700.500,1607.500
13,0,217,217,217,1847.500,1430.500
14,0,221,221,221,1586.500,1439.500
