 ,Area,Mean,Min,Max,X,Y
1,0,194,194,194,1509.000,995.000
2,0,199,199,199,2481.293,840.786
3,0,213,213,213,1864.350,1625.986
4,0,107,107,107,2654.224,1537.183
5,0,127,127,127,2565.421,1607.291
6,0,150,150,150,2490.641,2172.822
7,0,144,144,144,2537.378,2308.362
8,0,151,151,151,2457.924,2443.902
9,0,151,151,151,1406.317,2177.495
10,0,201,201,201,2467.271,1588.595
11,0,186,186,186,2686.940,1948.479
12,0,197,197,197,2336.405,2210.212
13,0,183,183,183,2565.421,1953.152
14,0,209,209,209,2270.971,1901.740
