 ,Area,Mean,Min,Max,X,Y
1,0,167,167,167,1427.000,838.000
2,0,122,122,122,2175.688,706.128
3,0,151,151,151,1635.160,1271.993
4,0,126,126,126,2248.884,1210.057
5,0,131,131,131,2201.025,1286.069
6,0,163,163,163,2167.242,1711.172
7,0,129,129,129,2234.808,1936.391
8,0,123,123,123,2189.764,1958.913
9,0,40,40,40,1435.277,1759.031
10,0,203,203,203,2096.861,1238.210
11,0,129,129,129,2234.808,1561.963
12,0,216,216,216,2088.415,1767.477
13,0,175,175,175,2195.395,1525.365
14,0,175,175,175,1936.391,1522.550
