 ,Area,Mean,Min,Max,X,Y
1,0,160,160,160,1216.000,656.000
2,0,131,131,131,1951.500,563.500
3,0,156,156,156,1431.500,1139.500
4,0,130,130,130,2047.500,1191.500
5,0,152,152,152,2011.500,1251.500
6,0,127,127,127,1959.500,1655.500
7,0,116,116,116,1983.500,1847.500
8,0,106,106,106,1911.500,1919.500
9,0,81,81,81,1147.500,1535.500
10,0,178,178,178,1919.500,1203.500
11,0,151,151,151,2075.500,1491.500
12,0,196,196,196,1855.500,1715.500
13,0,204,204,204,2031.500,1455.500
14,0,219,219,219,1683.500,1435.500
