 ,Area,Mean,Min,Max,X,Y
1,0,112,112,112,1421.000,1067.000
2,0,125,125,125,2428.837,842.090
3,0,159,159,159,1869.735,1601.996
4,0,155,155,155,2606.017,1507.500
5,0,190,190,190,2527.270,1609.871
6,0,179,179,179,2480.022,2042.978
7,0,135,135,135,2472.147,2318.591
8,0,110,110,110,2409.150,2389.463
9,0,48,48,48,1464.189,2074.477
10,0,224,224,224,2436.711,1586.247
11,0,180,180,180,2621.766,1932.732
12,0,205,205,205,2377.651,2212.283
13,0,245,245,245,2519.396,1818.550
14,0,180,180,180,2066.602,1889.422
