 	Area	Mean	Min	Max	X	Y
1	0	166	166	166	1239.000	711.000
2	0	144	144	144	1970.500	617.500
3	0	181	181	181	1430.500	1172.500
4	0	123	123	123	2021.500	1193.500
5	0	174	174	174	1949.500	1250.500
6	0	133	133	133	1826.500	1727.500
7	0	118	118	118	1805.500	1862.500
8	0	125	125	125	1769.500	1907.500
9	0	109	109	109	1139.500	1439.500
10	0	197	197	197	1892.500	1256.500
11	0	144	144	144	1979.500	1517.500
12	0	193	193	193	1793.500	1676.500
13	0	218	218	218	1937.500	1502.500
14	0	209	209	209	1637.500	1436.500
