 ,Area,Mean,Min,Max,X,Y
1,0,176,176,176,1782.000,1221.000
2,0,178,178,178,2587.821,1041.836
3,0,177,177,177,2053.515,1703.150
4,0,109,109,109,2688.551,1672.493
5,0,145,145,145,2627.237,1716.288
6,0,151,151,151,2600.960,2084.171
7,0,113,113,113,2649.135,2211.179
8,0,89,89,89,2635.996,2276.872
9,0,142,142,142,1707.529,2044.755
10,0,192,192,192,2546.500,1692.500
11,0,147,147,147,2657.500,1959.500
12,0,188,188,188,2519.500,2151.500
13,0,252,252,252,2609.500,1896.500
14,0,218,218,218,2231.500,1926.500
