 ,Area,Mean,Min,Max,X,Y
1,0,144,144,144,1100.000,869.000
2,0,174,174,174,1946.833,694.167
3,0,186,186,186,1384.500,1343.833
4,0,141,141,141,1976.500,1342.500
5,0,155,155,155,1902.500,1416.500
6,0,141,141,141,1930.500,1995.500
7,0,139,139,139,1970.500,2153.500
8,0,109,109,109,1918.500,2237.500
9,0,66,66,66,1186.500,1805.500
10,0,206,206,206,1874.500,1453.500
11,0,172,172,172,1964.500,1691.500
12,0,208,208,208,1902.500,1925.500
13,0,186,186,186,2004.500,1695.500
14,0,157,157,157,1742.500,1661.500
