 ,Area,Mean,Min,Max,X,Y
1,0,199,199,199,1230.000,759.000
2,0,205,205,205,2033.500,542.500
3,0,226,226,226,1535.167,1212.500
4,0,170,170,170,2128.833,1192.833
5,0,195,195,195,2069.500,1222.500
6,0,207,207,207,2138.167,1663.833
7,0,194,194,194,2202.167,1822.500
8,0,229,229,229,2143.500,1950.500
9,0,160,160,160,1268.500,1694.500
10,0,213,213,213,2008.500,1210.500
11,0,229,229,229,2157.500,1469.500
12,0,232,232,232,2085.167,1675.500
13,0,235,235,235,2135.833,1476.833
14,0,235,235,235,1848.500,1475.500
