 ,Area,Mean,Min,Max,X,Y
1,0,173,173,173,1096.000,920.000
2,0,169,169,169,1839.500,735.500
3,0,183,183,183,1355.500,1295.500
4,0,146,146,146,1871.500,1239.500
5,0,158,158,158,1835.500,1307.500
6,0,124,124,124,1747.500,1683.500
7,0,119,119,119,1759.500,1803.500
8,0,160,160,160,1735.500,1859.500
9,0,159,159,159,1119.500,1639.500
10,0,171,171,171,1803.500,1319.500
11,0,157,157,157,1843.500,1563.500
12,0,153,153,153,1667.500,1723.500
13,0,183,183,183,1815.500,1503.500
14,0,179,179,179,1535.500,1491.500
