 ,Area,Mean,Min,Max,X,Y
1,0,187,187,187,1179.167,514.167
2,0,189,189,189,2005.833,420.833
3,0,210,210,210,1428.500,1038.167
4,0,185,185,185,2065.833,1062.500
5,0,191,191,191,2033.833,1107.833
6,0,193,193,193,2056.500,1519.500
7,0,184,184,184,2152.167,1721.167
8,0,186,186,186,2130.500,1774.500
9,0,109,109,109,1155.500,1531.500
10,0,214,214,214,1923.500,1000.500
11,0,175,175,175,2128.833,1320.833
12,0,226,226,226,1958.500,1550.167
13,0,232,232,232,2090.167,1311.500
14,0,229,229,229,1767.833,1283.500
