 ,Area,Mean,Min,Max,X,Y
1,0,179,179,179,1188.000,728.000
2,0,109,109,109,1951.500,511.500
3,0,195,195,195,1483.500,1127.500
4,0,132,132,132,2067.500,1051.500
5,0,163,163,163,2007.500,1107.500
6,0,164,164,164,2019.500,1483.500
7,0,150,150,150,2051.500,1663.500
8,0,146,146,146,2011.500,1715.500
9,0,82,82,82,1195.500,1515.500
10,0,207,207,207,1935.500,1095.500
11,0,142,142,142,2091.500,1315.500
12,0,195,195,195,1967.500,1535.500
13,0,236,236,236,2063.500,1307.500
14,0,221,221,221,1735.500,1351.500
