 ,Area,Mean,Min,Max,X,Y
1,0,122,122,122,1143.000,904.000
2,0,185,185,185,1880.364,717.847
3,0,163,163,163,1342.974,1348.458
4,0,113,113,113,1951.650,1279.913
5,0,145,145,145,1916.007,1403.293
6,0,133,133,133,1866.655,1828.270
7,0,101,101,101,1905.040,2066.805
8,0,122,122,122,1863.913,2088.739
9,0,129,129,129,1115.406,1811.819
10,0,195,195,195,1781.660,1304.589
11,0,119,119,119,1921.491,1652.796
12,0,183,183,183,1773.434,1872.139
13,0,234,234,234,1891.331,1600.702
14,0,185,185,185,1608.927,1608.927
