 	Area	Mean	Min	Max	X	Y
1	0	163	163	163	1290.000	657.000
2	0	79	79	79	1988.500	521.500
3	0	159	159	159	1451.500	1094.500
4	0	122	122	122	2096.500	1094.500
5	0	146	146	146	1997.500	1160.500
6	0	156	156	156	1898.500	1580.500
7	0	108	108	108	1922.500	1742.500
8	0	118	118	118	1901.500	1784.500
9	0	121	121	121	1148.500	1403.500
10	0	182	182	182	1931.500	1163.500
11	0	183	183	183	2027.500	1415.500
12	0	185	185	185	1856.500	1574.500
13	0	198	198	198	1991.500	1391.500
14	0	174	174	174	1658.500	1331.500
