 ,Area,Mean,Min,Max,X,Y
1,0,152,152,152,1404.000,1052.000
2,0,142,142,142,2139.089,903.195
3,0,228,228,228,1683.019,1407.125
4,0,147,147,147,2231.993,1362.081
5,0,162,162,162,2192.579,1454.984
6,0,103,103,103,2136.274,1868.825
7,0,110,110,110,2150.351,2040.556
8,0,84,84,84,2105.306,2088.415
9,0,115,115,115,1390.233,1711.172
10,0,191,191,191,2113.752,1387.418
11,0,207,207,207,2229.177,1674.573
12,0,160,160,160,2077.154,1846.303
13,0,238,238,238,2195.395,1637.975
14,0,170,170,170,1916.685,1635.160
