 	Area	Mean	Min	Max	X	Y
1	0	181	181	181	1302.000	606.000
2	0	182	182	182	2087.500	578.500
3	0	208	208	208	1481.500	1115.500
4	0	124	124	124	2192.500	1175.500
5	0	180	180	180	2108.500	1226.500
6	0	199	199	199	2024.500	1691.500
7	0	125	125	125	2060.500	1886.500
8	0	181	181	181	2021.500	1949.500
9	0	104	104	104	1160.500	1577.500
10	0	198	198	198	2045.500	1244.500
11	0	211	211	211	2132.500	1514.500
12	0	204	204	204	1952.500	1721.500
13	0	229	229	229	2102.500	1484.500
14	0	223	223	223	1688.500	1430.500
