 ,Area,Mean,Min,Max,X,Y
1,0,149,149,149,1172.000,708.000
2,0,106,106,106,1895.500,515.500
3,0,168,168,168,1431.500,1091.500
4,0,115,115,115,2015.500,1015.500
5,0,181,181,181,1935.500,1091.500
6,0,141,141,141,1915.500,1459.500
7,0,116,116,116,1907.500,1607.500
8,0,102,102,102,1827.500,1667.500
9,0,63,63,63,1159.500,1415.500
10,0,207,207,207,1863.500,1055.500
11,0,123,123,123,2003.500,1315.500
12,0,199,199,199,1803.500,1503.500
13,0,215,215,215,1975.500,1287.500
14,0,187,187,187,1631.500,1259.500
