 ,Area,Mean,Min,Max,X,Y
1,0,173,173,173,1457.500,827.500
2,0,179,179,179,2213.500,782.500
3,0,228,228,228,1691.500,1340.500
4,0,97,97,97,2291.500,1356.500
5,0,142,142,142,2227.500,1418.500
6,0,169,169,169,2219.500,1748.500
7,0,187,187,187,2289.500,1928.500
8,0,213,213,213,2201.500,2006.500
9,0,157,157,157,1343.500,1748.500
10,0,197,197,197,2167.500,1382.500
11,0,194,194,194,2235.500,1612.500
12,0,232,232,232,2183.500,1808.500
13,0,244,244,244,2201.500,1596.500
14,0,208,208,208,1947.500,1588.500
