 ,Area,Mean,Min,Max,X,Y
1,0,178,178,178,1296.000,604.000
2,0,202,202,202,2087.500,583.500
3,0,207,207,207,1531.500,1139.500
4,0,136,136,136,2207.500,1183.500
5,0,179,179,179,2107.500,1251.500
6,0,159,159,159,2039.500,1695.500
7,0,119,119,119,2063.500,1879.500
8,0,123,123,123,1903.500,1983.500
9,0,98,98,98,1155.500,1579.500
10,0,205,205,205,2059.500,1235.500
11,0,149,149,149,2135.500,1527.500
12,0,205,205,205,1963.500,1715.500
13,0,236,236,236,2107.500,1483.500
14,0,219,219,219,1659.500,1435.500
