 ,Area,Mean,Min,Max,X,Y
1,0,191,191,191,1512.000,704.000
2,0,112,112,112,2327.500,543.500
3,0,193,193,193,1727.500,1231.500
4,0,167,167,167,2447.500,1207.500
5,0,189,189,189,2383.500,1275.500
6,0,175,175,175,2343.500,1655.500
7,0,162,162,162,2379.500,1831.500
8,0,129,129,129,2307.500,1915.500
9,0,68,68,68,1503.500,1619.500
10,0,215,215,215,2303.500,1235.500
11,0,184,184,184,2447.500,1499.500
12,0,218,218,218,2235.500,1751.500
13,0,255,255,255,2395.500,1463.500
14,0,218,218,218,2027.500,1459.500
