 ,Area,Mean,Min,Max,X,Y
1,0,181,181,181,1800.000,1279.000
2,0,171,171,171,2733.500,1134.500
3,0,231,231,231,2039.500,1836.500
4,0,51,51,51,2894.500,1830.500
5,0,107,107,107,2797.500,1880.500
6,0,178,178,178,2837.500,2234.500
7,0,135,135,135,2939.500,2430.500
8,0,204,204,204,2875.500,2522.500
9,0,173,173,173,1856.500,2318.500
10,0,199,199,199,2681.500,1840.500
11,0,174,174,174,2921.500,2052.500
12,0,212,212,212,2791.500,2278.500
13,0,228,228,228,2861.500,2006.500
14,0,209,209,209,2541.500,2092.500
