 	Area	Mean	Min	Max	X	Y
1	0	159	159	159	1088.000	639.000
2	0	116	116	116	1745.255	576.223
3	0	166	166	166	1275.044	1023.053
4	0	144	144	144	1789.418	1020.455
5	0	174	174	174	1727.070	1090.597
6	0	172	172	172	1685.504	1407.534
7	0	104	104	104	1698.494	1537.427
8	0	122	122	122	1672.515	1599.775
9	0	68	68	68	1015.259	1290.631
10	0	199	199	199	1672.515	1054.227
11	0	211	211	211	1750.451	1267.250
12	0	170	170	170	1610.167	1443.904
13	0	219	219	219	1724.472	1246.468
14	0	164	164	164	1464.687	1241.272
