 ,Area,Mean,Min,Max,X,Y
1,0,177,177,177,1732.000,1242.000
2,0,126,126,126,2556.500,1046.500
3,0,235,235,235,2058.500,1772.500
4,0,138,138,138,2670.500,1673.500
5,0,172,172,172,2631.500,1742.500
6,0,129,129,129,2565.500,2249.500
7,0,119,119,119,2589.500,2408.500
8,0,135,135,135,2544.500,2489.500
9,0,99,99,99,1716.500,2117.500
10,0,218,218,218,2550.500,1733.500
11,0,144,144,144,2748.500,2054.500
12,0,209,209,209,2466.500,2288.500
13,0,240,240,240,2625.500,2003.500
14,0,184,184,184,2322.500,1994.500
