 ,Area,Mean,Min,Max,X,Y
1,0,168,168,168,1212.167,929.500
2,0,113,113,113,2003.500,637.833
3,0,168,168,168,1471.500,1409.167
4,0,138,138,138,2142.833,1197.167
5,0,150,150,150,2088.500,1306.167
6,0,146,146,146,2100.500,1683.833
7,0,150,150,150,2197.833,1843.833
8,0,155,155,155,2144.500,1929.167
9,0,98,98,98,1332.167,1797.167
10,0,174,174,174,2004.167,1322.500
11,0,153,153,153,2220.167,1509.167
12,0,179,179,179,2040.167,1759.833
13,0,182,182,182,2070.833,1487.833
14,0,179,179,179,1813.500,1582.500
